course,class_number,enrolled,limit,meetingNumber,facilityId,facilityType,facilityDescription,facilityDescriptionShort,facilityGroup,facilityCapacity,buildingCode,room,buildingDescription,buildingDescriptionShort,startTime,endTime,startDate,endDate,monday,tuesday,wednesday,thursday,friday,saturday,sunday,standingMeetingPattern,term,catalogId,classTitle,classNumber,section,sectionEnrollment,Latitude,Longitude
BIOCHEM 4511,17857,26,28,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,1:50 pm,2:45 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,M,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,17857,0202,149,39.99649622,-83.02007965
BIOCHEM 4511,21348,27,28,1,BI0668,1B,Biological Sciences Building,Bioscience,False,38,276,668,Biological Sciences Bldg 668,BI 668,3:00 pm,3:55 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,21348,0203,149,39.99649622,-83.02007965
BIOCHEM 4511,17855,27,28,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,12:40 pm,1:35 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,W,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,17855,0204,149,39.99649622,-83.02007965
BIOCHEM 4511,17858,28,28,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,1:50 pm,2:45 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,W,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,17858,0205,149,39.99649622,-83.02007965
BIOCHEM 4511,17859,26,28,1,BI0668,1B,Biological Sciences Building,Bioscience,False,38,276,668,Biological Sciences Bldg 668,BI 668,3:00 pm,3:55 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,W,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,17859,0206,149,39.99649622,-83.02007965
BIOCHEM 4511,17856,28,28,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,12:40 pm,1:35 pm,2025-01-06,2025-04-21,False,False,False,False,True,False,False,F,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,17856,0207,149,39.99649622,-83.02007965
BIOCHEM 4511,21342,27,28,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,3:00 pm,3:55 pm,2025-01-06,2025-04-21,False,False,False,False,True,False,False,F,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,21342,0208,149,39.99649622,-83.02007965
BIOCHEM 4511,26718,244,250,1,JE0001,1C,Jennings Hall,Jennings,False,250,014,001,Jennings Hall 001,JE 001,9:35 am,10:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,26718,0300,149,39.99673985,-83.0156515
BIOCHEM 4511,26719,28,28,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,8:00 am,8:55 am,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,26719,0301,149,39.99649622,-83.02007965
BIOCHEM 4511,26720,26,27,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,9:10 am,10:05 am,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,26720,0302,149,39.99649622,-83.02007965
BIOCHEM 4511,26721,28,29,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,10:20 am,11:15 am,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,26721,0303,149,39.99649622,-83.02007965
BIOCHEM 4511,26722,26,26,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,8:00 am,8:55 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,26722,0304,149,39.99649622,-83.02007965
BIOCHEM 4511,26723,28,29,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,9:10 am,10:05 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,26723,0305,149,39.99649622,-83.02007965
BIOCHEM 4511,26724,29,29,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,10:20 am,11:15 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,26724,0306,149,39.99649622,-83.02007965
BIOCHEM 4511,26725,25,26,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,8:00 am,8:55 am,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,26725,0307,149,39.99649622,-83.02007965
BIOCHEM 4511,26726,27,28,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,9:10 am,10:05 am,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,26726,0308,149,39.99649622,-83.02007965
BIOCHEM 4511,26727,27,28,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,10:20 am,11:15 am,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,BIOCHEM 4511,Introduction to Biological Chemistry,26727,0309,149,39.99649622,-83.02007965
BIOCHEM 5613,17860,61,67,1,SM1005,1C,Smith Laboratory,Smith Lab,False,100,065,1005,Smith Lab 1005,SM 1005,3:00 pm,3:55 pm,2025-01-06,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,BIOCHEM 5613,Biochemistry and Molecular Biology I,17860,100,0,40.00243085,-83.01328279
BIOCHEM 5613,21347,71,72,1,JE0355,1B,Jennings Hall,Jennings,False,100,014,355,Jennings Hall 355,JE 355,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,BIOCHEM 5613,Biochemistry and Molecular Biology I,21347,200,0,39.99673985,-83.0156515
BIOCHEM 5613,21346,2,2,1,JE0355,1B,Jennings Hall,Jennings,False,100,014,355,Jennings Hall 355,JE 355,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,BIOCHEM 5613,Biochemistry and Molecular Biology I,21346,200,0,39.99673985,-83.0156515
BIOCHEM 5614,27214,29,38,1,BE0136,1B,Baker Systems Engineering,Baker Sys,False,40,280,136,Baker Systems 136,BE 136,9:35 am,10:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,BIOCHEM 5614,Biochemistry and Molecular Biology II,27214,100,0,40.00159622,-83.01591664
BIOCHEM 5615,17861,116,117,1,CB0130,1C,CBEC,CBEC,False,117,248,130,CBEC 130,CB130,10:20 am,11:15 am,2025-01-06,2025-04-21,True,False,True,False,True,False,False,,Spring 2025,BIOCHEM 5615,Biochemistry and Molecular Biology III,17861,100,0,40.00342244,-83.0134007
BIOCHEM 5621,17862,19,22,1,BI0684,1B,Biological Sciences Building,Bioscience,False,40,276,684,Biological Sciences Bldg 684,BI 684,1:50 pm,3:20 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,BIOCHEM 5621,Biochemistry and Molecular Biology Laboratory,17862,100,19,39.99649622,-83.02007965
BIOCHEM 5621,17863,19,22,1,BI0811,2K,Biological Sciences Building,Bioscience,False,15,276,811,Biological Sciences Bldg 811,BI 811,3:35 pm,6:00 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,BIOCHEM 5621,Biochemistry and Molecular Biology Laboratory,17863,101,19,39.99649622,-83.02007965
BIOCHEM 5621,17864,22,22,1,BI0684,1B,Biological Sciences Building,Bioscience,False,40,276,684,Biological Sciences Bldg 684,BI 684,1:50 pm,3:20 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,BIOCHEM 5621,Biochemistry and Molecular Biology Laboratory,17864,200,19,39.99649622,-83.02007965
BIOCHEM 5621,17865,22,22,1,BI0811,2K,Biological Sciences Building,Bioscience,False,15,276,811,Biological Sciences Bldg 811,BI 811,3:35 pm,6:00 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,BIOCHEM 5621,Biochemistry and Molecular Biology Laboratory,17865,201,19,39.99649622,-83.02007965
BIOCHEM 5621,21349,22,22,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,8:00 am,9:30 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,BIOCHEM 5621,Biochemistry and Molecular Biology Laboratory,21349,300,19,39.99649622,-83.02007965
BIOCHEM 5621,21350,22,22,1,BI0811,2K,Biological Sciences Building,Bioscience,False,15,276,811,Biological Sciences Bldg 811,BI 811,9:45 am,12:10 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,BIOCHEM 5621,Biochemistry and Molecular Biology Laboratory,21350,301,19,39.99649622,-83.02007965
BIOCHEM 5722,17866,94,101,1,EL1008,1C,Evans Laboratory,Evans Lab,False,227,150,1008,Evans Lab 1008,EL 1008,9:10 am,10:05 am,2025-01-06,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,BIOCHEM 5722,Physical Biochemistry II,17866,100,2,40.00266349,-83.01109553
BIOCHEM 5722,17917,26,26,1,BI0668,1B,Biological Sciences Building,Bioscience,False,38,276,668,Biological Sciences Bldg 668,BI 668,1:50 pm,2:45 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,BIOCHEM 5722,Physical Biochemistry II,17917,101,2,39.99649622,-83.02007965
BIOCHEM 5722,17918,24,25,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,1:50 pm,2:45 pm,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,BIOCHEM 5722,Physical Biochemistry II,17918,102,2,39.99649622,-83.02007965
BIOCHEM 5722,17919,26,25,1,BI0668,1B,Biological Sciences Building,Bioscience,False,38,276,668,Biological Sciences Bldg 668,BI 668,1:50 pm,2:45 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,BIOCHEM 5722,Physical Biochemistry II,17919,103,2,39.99649622,-83.02007965
BIOCHEM 5722,17920,18,25,1,EC0017,1B,Enarson Classroom Building,EnrsnClsrm,False,26,072,017,Enarson Classroom Bldg 017,EC 017,1:50 pm,2:45 pm,2025-01-06,2025-04-21,False,False,False,True,False,False,False,,Spring 2025,BIOCHEM 5722,Physical Biochemistry II,17920,104,2,40.00216943,-83.01683347
BIOCHEM 5722,21337,2,4,1,EL1008,1C,Evans Laboratory,Evans Lab,False,227,150,1008,Evans Lab 1008,EL 1008,9:10 am,10:05 am,2025-01-06,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,BIOCHEM 5722,Physical Biochemistry II,21337,100,2,40.00266349,-83.01109553
BIOCHEM 5722,21339,2,2,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,1:50 pm,2:45 pm,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,BIOCHEM 5722,Physical Biochemistry II,21339,102,2,39.99649622,-83.02007965
BIOCHEM 6762,17867,30,60,1,JE0040,1B,Jennings Hall,Jennings,False,60,014,040,Jennings Hall 040,JE 040,8:00 am,8:55 am,2025-01-06,2025-02-21,True,False,True,False,True,False,False,MWF,Spring 2025,BIOCHEM 6762,Advanced Biochemistry: Enzymes,17867,100,30,39.99673985,-83.0156515
BIOCHEM 6763,17868,26,60,1,JE0355,1B,Jennings Hall,Jennings,False,100,014,355,Jennings Hall 355,JE 355,9:10 am,10:05 am,2025-02-26,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,BIOCHEM 6763,Advanced Biochemistry: Membranes and Lipids,17868,100,26,39.99673985,-83.0156515
BIOCHEM 6765.02,27727,30,35,1,BI0676,1B,Biological Sciences Building,Bioscience,False,35,276,676,Biological Sciences Bldg 676,BI 676,9:35 am,10:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,BIOCHEM 6765.02,Advanced Biochemistry: Physical Biochemistry,27727,0010,30,39.99649622,-83.02007965
BIOCHEM 7766.01,35072,17,20,1,EC0312,1B,Enarson Classroom Building,EnrsnClsrm,False,25,072,312,Enarson Classroom Bldg 312,EC 312,11:10 am,12:30 pm,2025-02-26,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,BIOCHEM 7766.01,Advanced Biochemistry: Nucleic Acids,35072,0010,17,40.00216943,-83.01683347
BIOCHEM 7800.01,36612,10,30,1,PEA0103,1B,Physical Activity and Education Services - PAES,PAES,False,30,245,A103,PAES Bldg A103,PE A103,12:45 pm,2:05 pm,2025-02-26,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,BIOCHEM 7800.01,Advanced Biochemistry: Biomolecular NMR,36612,0010,10,39.99983294,-83.01723863
NEUROSC 1100H,3304,55,16,1,TO0247,1B,Townshend Hall,Townshend,False,60,087,247,Townshend Hall 247,TO 247,11:00 am,11:55 am,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,NEUROSC 1100H,Neuroscience Honors Survey Course,3304,040,55,39.99977583,-83.01579784
NEUROSC 3000,1546,94,200,1,ME0112,1C,Meiling Hall,Meiling,False,270,281,112,Meiling Hall 112,ME 112,3:55 pm,5:15 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,NEUROSC 3000,Cellular and Molecular Neuroscience,1546,010,94,39.99412359,-83.01688932
NEUROSC 3000,1756,183,200,1,ME0160,1C,Meiling Hall,Meiling,False,270,281,160,Meiling Hall 160,ME 160,3:55 pm,5:15 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,MW,Spring 2025,NEUROSC 3000,Cellular and Molecular Neuroscience,1756,020,94,39.99412359,-83.01688932
NEUROSC 3050,2301,121,200,1,ME0112,1C,Meiling Hall,Meiling,False,270,281,112,Meiling Hall 112,ME 112,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,NEUROSC 3050,Structure and Function of the Nervous System,2301,010,121,39.99412359,-83.01688932
NEUROSC 3305,3215,36,80,1,HM0366,1B,Hamilton Hall,Hamilton,False,80,038,366,Hamilton Hall 366,HM 366,12:45 pm,2:05 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,NEUROSC 3305,Introduction to Neuropharmacology,3215,010,36,39.99500717,-83.0151473
NEUROSC 4425,3391,129,150,1,ME0160,1C,Meiling Hall,Meiling,False,270,281,160,Meiling Hall 160,ME 160,3:00 pm,4:20 pm,2025-02-26,2025-04-21,False,True,False,True,True,False,False,,Spring 2025,NEUROSC 4425,"Neurotrauma: TBI, Stroke, & Spinal Cord Injury",3391,010,129,39.99412359,-83.01688932
NEUROSC 4623,2160,22,80,1,HM0366,1B,Hamilton Hall,Hamilton,False,80,038,366,Hamilton Hall 366,HM 366,1:30 pm,2:50 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,NEUROSC 4623,Biological Clocks and Rhythms,2160,010,22,39.99500717,-83.0151473
NEUROSC 4850,3200,28,70,1,HM0366,1B,Hamilton Hall,Hamilton,False,80,038,366,Hamilton Hall 366,HM 366,9:35 am,10:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,NEUROSC 4850,Contemporary Topics in Neuroscience,3200,010,28,39.99500717,-83.0151473
NEUROSC 5790H,2250,8,25,1,HM0395,1B,Hamilton Hall,Hamilton,False,40,038,395,Hamilton Hall 395,HM 395,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,NEUROSC 5790H,Developmental Neuroscience,2250,010,5,39.99500717,-83.0151473
NEUROSC 5790H,2249,5,25,1,HM0395,1B,Hamilton Hall,Hamilton,False,40,038,395,Hamilton Hall 395,HM 395,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,NEUROSC 5790H,Developmental Neuroscience,2249,010,5,39.99500717,-83.0151473
NEUROSC 7002,1544,17,30,1,HM0285,1B,Hamilton Hall,Hamilton,False,40,038,285,Hamilton Hall 285,HM 285,8:30 am,9:50 am,2025-01-06,2025-04-21,True,False,True,True,False,False,False,,Spring 2025,NEUROSC 7002,Foundations of Neuroscience II,1544,010,17,39.99500717,-83.0151473
NEUROSC 7050,1545,16,37,1,HM0140,1B,Hamilton Hall,Hamilton,False,42,038,140,Hamilton Hall 140,HM 140,1:00 pm,3:00 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,NEUROSC 7050,Neurobiology of Disease,1545,010,16,39.99500717,-83.0151473
SWAHILI 1101,29164,17,24,1,HH0359,1B,Hagerty Hall,Hagerty,False,32,037,359,Hagerty Hall 359,HH 359,12:40 pm,1:35 pm,2025-01-06,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,SWAHILI 1101,Elementary Swahili I,29164,10,17,39.99860531,-83.01030783
SWAHILI 1102,29165,6,24,1,HH0145,1A,Hagerty Hall,Hagerty,False,30,037,145,Hagerty Hall 145,HH 145,10:20 am,11:15 am,2025-01-06,2025-04-21,True,True,True,True,False,False,False,MTWR,Spring 2025,SWAHILI 1102,Elementary Swahili II,29165,10,6,39.99860531,-83.01030783
SWAHILI 1103,20698,13,24,1,HH0160,1B,Hagerty Hall,Hagerty,False,0,037,160,Hagerty Hall 160,HH 160,9:10 am,10:05 am,2025-01-06,2025-04-21,True,True,True,True,False,False,False,MTWR,Spring 2025,SWAHILI 1103,Elementary Swahili III,20698,01,13,39.99860531,-83.01030783
MDRNGRK 1102,25464,12,20,1,EC0204,1B,Enarson Classroom Building,EnrsnClsrm,False,24,072,204,Enarson Classroom Bldg 204,EC 204,10:20 am,11:15 am,2025-01-06,2025-04-21,True,True,True,True,True,False,False,M-F,Spring 2025,MDRNGRK 1102,Intermediate Modern Greek I,25464,010,12,40.00216943,-83.01683347
MDRNGRK 2100,34907,10,25,1,EC0358,1B,Enarson Classroom Building,EnrsnClsrm,False,32,072,358,Enarson Classroom Bldg 358,EC 358,9:35 am,10:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,MDRNGRK 2100,Greece and Beyond: The Crossing of Borders Through Film,34907,010,10,40.00216943,-83.01683347
MDRNGRK 2240,27618,8,20,1,EC0312,1B,Enarson Classroom Building,EnrsnClsrm,False,25,072,312,Enarson Classroom Bldg 312,EC 312,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,MDRNGRK 2240,Travels to Greece: The Search for a Cultural Ideal,27618,010,8,40.00216943,-83.01683347
MDRNGRK 3570,29741,4,15,1,UH0028,1B,University Hall,U Hall,False,20,339,028,University Hall 028,UH 028,1:50 pm,2:45 pm,2025-01-06,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,MDRNGRK 3570,Modern Greek Radio,29741,010,4,40.00052277,-83.01443196
MDRNGRK 4001,25465,4,20,1,EC0243,1B,Enarson Classroom Building,EnrsnClsrm,False,30,072,243,Enarson Classroom Bldg 243,EC 243,11:30 am,12:25 pm,2025-01-06,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,MDRNGRK 4001,Advanced Modern Greek I,25465,010,4,40.00216943,-83.01683347
MDRNGRK 5000,36479,4,15,1,EC0204,1B,Enarson Classroom Building,EnrsnClsrm,False,24,072,204,Enarson Classroom Bldg 204,EC 204,12:40 pm,1:35 pm,2025-01-06,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,MDRNGRK 5000,Modern Greek Language and Literature,36479,010,4,40.00216943,-83.01683347
PORTGSE 1101.01,30305,11,15,1,HH0045,1B,Hagerty Hall,Hagerty,False,20,037,045,Hagerty Hall 045,HH 045,9:10 am,10:05 am,2025-01-06,2025-04-21,False,True,True,True,True,False,False,TWRF,Spring 2025,PORTGSE 1101.01,Portuguese I,30305,20,11,39.99860531,-83.01030783
PORTGSE 1102.01,35122,9,15,1,EC0238,1B,Enarson Classroom Building,EnrsnClsrm,False,22,072,238,Enarson Classroom Bldg 238,EC 238,10:20 am,11:15 am,2025-01-06,2025-04-21,False,True,True,True,True,False,False,TWRF,Spring 2025,PORTGSE 1102.01,Portuguese II,35122,1,9,40.00216943,-83.01683347
PORTGSE 2330,30597,5,25,1,HH0186,1B,Hagerty Hall,Hagerty,False,32,037,186,Hagerty Hall 186,HH 186,3:55 pm,5:15 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PORTGSE 2330,Introduction to Brazilian Culture,30597,10,5,39.99860531,-83.01030783
PORTGSE 3403,35625,6,15,1,EC0248,1B,Enarson Classroom Building,EnrsnClsrm,False,22,072,248,Enarson Classroom Bldg 248,EC 248,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PORTGSE 3403,Portuguese Conversation and Composition,35625,1,6,40.00216943,-83.01683347
PORTGSE 5502,22539,10,10,1,HH0071,1B,Hagerty Hall,Hagerty,False,20,037,071,Hagerty Hall 071,HH 071,9:35 am,10:55 am,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,PORTGSE 5502,Portuguese for Spanish Speakers II,22539,1,2,39.99860531,-83.01030783
PORTGSE 5502,22540,2,10,1,HH0071,1B,Hagerty Hall,Hagerty,False,20,037,071,Hagerty Hall 071,HH 071,9:35 am,10:55 am,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,PORTGSE 5502,Portuguese for Spanish Speakers II,22540,1,2,39.99860531,-83.01030783
PORTGSE 5611,35121,5,10,1,HH0071,1B,Hagerty Hall,Hagerty,False,20,037,071,Hagerty Hall 071,HH 071,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PORTGSE 5611,The Portuguese Language,35121,1,9,39.99860531,-83.01030783
PORTGSE 5611,35120,9,15,1,HH0071,1B,Hagerty Hall,Hagerty,False,20,037,071,Hagerty Hall 071,HH 071,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PORTGSE 5611,The Portuguese Language,35120,1,9,39.99860531,-83.01030783
PORTGSE 5650,35119,1,8,1,EC0348,1A,Enarson Classroom Building,EnrsnClsrm,False,14,072,348,Enarson Classroom Bldg 348,EC 348,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PORTGSE 5650,Studies in Literatures and Cultures of the Portuguese-Speaking World,35119,1,1,40.00216943,-83.01683347
PORTGSE 5650,35118,2,8,1,EC0348,1A,Enarson Classroom Building,EnrsnClsrm,False,14,072,348,Enarson Classroom Bldg 348,EC 348,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PORTGSE 5650,Studies in Literatures and Cultures of the Portuguese-Speaking World,35118,1,1,40.00216943,-83.01683347
BIOLOGY 1101,17921,33,48,1,PO0250,1B,Pomerene Hall,Pomerene,False,58,067,250,Pomerene Hall 250,PO 250,10:20 am,11:15 am,2025-01-06,2025-04-21,True,False,True,False,True,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,17921,0100,33,39.99735998,-83.01446185
BIOLOGY 1101,17935,14,24,1,JE0080,2A,Jennings Hall,Jennings,False,24,014,080,Jennings Hall 080,JE 080,11:00 am,1:45 pm,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,17935,0101,33,39.99673985,-83.0156515
BIOLOGY 1101,17937,19,24,1,JE0080,2A,Jennings Hall,Jennings,False,24,014,080,Jennings Hall 080,JE 080,12:00 pm,2:45 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,17937,0103,33,39.99673985,-83.0156515
BIOLOGY 1101,17922,86,120,1,JE0155,1C,Jennings Hall,Jennings,False,151,014,155,Jennings Hall 155,JE 155,9:35 am,10:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,17922,0200,33,39.99673985,-83.0156515
BIOLOGY 1101,17940,23,24,1,JE0074,2A,Jennings Hall,Jennings,False,24,014,074,Jennings Hall 074,JE 074,11:00 am,1:45 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,17940,0202,33,39.99673985,-83.0156515
BIOLOGY 1101,17938,18,24,1,JE0074,2A,Jennings Hall,Jennings,False,24,014,074,Jennings Hall 074,JE 074,11:00 am,1:45 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,17938,0203,33,39.99673985,-83.0156515
BIOLOGY 1101,21677,9,24,1,JE0074,2A,Jennings Hall,Jennings,False,24,014,074,Jennings Hall 074,JE 074,11:30 am,2:15 pm,2025-01-06,2025-04-21,False,False,False,True,False,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,21677,0205,33,39.99673985,-83.0156515
BIOLOGY 1101,17941,15,24,1,JE0074,2A,Jennings Hall,Jennings,False,24,014,074,Jennings Hall 074,JE 074,2:00 pm,4:45 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,17941,0206,33,39.99673985,-83.0156515
BIOLOGY 1101,17939,21,24,1,JE0074,2A,Jennings Hall,Jennings,False,24,014,074,Jennings Hall 074,JE 074,2:30 pm,5:15 pm,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,17939,0208,33,39.99673985,-83.0156515
BIOLOGY 1101,21691,52,72,1,RA0100,1C,Ramseyer Hall,Ramseyer,False,79,090,100,Ramseyer Hall 100,RA 100,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,21691,0300,33,40.00330585,-83.00963518
BIOLOGY 1101,21692,15,24,1,JE0070,2A,Jennings Hall,Jennings,False,24,014,070,Jennings Hall 070,JE 070,11:00 am,1:45 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,21692,0301,33,39.99673985,-83.0156515
BIOLOGY 1101,21693,17,24,1,JE0070,2A,Jennings Hall,Jennings,False,24,014,070,Jennings Hall 070,JE 070,11:00 am,1:45 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,21693,0302,33,39.99673985,-83.0156515
BIOLOGY 1101,21695,20,24,1,JE0070,2A,Jennings Hall,Jennings,False,24,014,070,Jennings Hall 070,JE 070,2:00 pm,4:45 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,BIOLOGY 1101,Introductory Biology,21695,0304,33,39.99673985,-83.0156515
