course,class_number,enrolled,limit,meetingNumber,facilityId,facilityType,facilityDescription,facilityDescriptionShort,facilityGroup,facilityCapacity,buildingCode,room,buildingDescription,buildingDescriptionShort,startTime,endTime,startDate,endDate,monday,tuesday,wednesday,thursday,friday,saturday,sunday,standingMeetingPattern,term,catalogId,classTitle,classNumber,section,sectionEnrollment,Latitude,Longitude
VISSCI 6110,6424,67,70,1,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,9:00 am,10:50 am,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,VISSCI 6110,General and Visual Neuroanatomy,6424,0010,67,39.99500717,-83.0151473
VISSCI 6110,6424,67,70,2,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,8:00 am,8:55 am,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,VISSCI 6110,General and Visual Neuroanatomy,6424,0010,67,39.99500717,-83.0151473
VISSCI 6140,6426,67,70,1,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,12:00 pm,12:55 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,VISSCI 6140,Pathophysiology II,6426,0010,67,39.99500717,-83.0151473
VISSCI 6140,6426,67,70,2,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,11:30 am,12:25 pm,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,VISSCI 6140,Pathophysiology II,6426,0010,67,39.99500717,-83.0151473
VISSCI 6140,6426,67,70,3,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,10:00 am,11:50 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,VISSCI 6140,Pathophysiology II,6426,0010,67,39.99500717,-83.0151473
VISSCI 6140,6426,67,70,4,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,8:00 am,8:55 am,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,VISSCI 6140,Pathophysiology II,6426,0010,67,39.99500717,-83.0151473
VISSCI 6300,6466,69,70,1,HM0074,1B,Hamilton Hall,Hamilton,False,80,038,074,Hamilton Hall 074,HM 074,10:00 am,11:50 am,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,VISSCI 6300,Visual Neurophysiology and Perception,6466,0010,69,39.99500717,-83.0151473
VISSCI 6300,6466,69,70,2,HM0074,1B,Hamilton Hall,Hamilton,False,80,038,074,Hamilton Hall 074,HM 074,1:00 pm,2:50 pm,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,VISSCI 6300,Visual Neurophysiology and Perception,6466,0010,69,39.99500717,-83.0151473
VISSCI 6520,6421,67,70,2,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,9:00 am,10:25 am,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,VISSCI 6520,Optics of the Eye,6421,0010,67,39.99500717,-83.0151473
VISSCI 6520,6421,67,70,3,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,4:00 pm,4:55 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,VISSCI 6520,Optics of the Eye,6421,0010,67,39.99500717,-83.0151473
VISSCI 6520,6421,67,70,4,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,9:00 am,9:55 am,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,VISSCI 6520,Optics of the Eye,6421,0010,67,39.99500717,-83.0151473
VISSCI 6540,6419,67,70,1,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,11:00 am,11:55 am,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,VISSCI 6540,Physical Optics and Photometry,6419,0010,67,39.99500717,-83.0151473
VISSCI 6540,6419,67,70,2,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,1:00 pm,1:55 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,VISSCI 6540,Physical Optics and Photometry,6419,0010,67,39.99500717,-83.0151473
VISSCI 6720,6423,67,70,1,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,10:30 am,11:25 am,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,VISSCI 6720,Ocular Physiology,6423,0010,67,39.99500717,-83.0151473
VISSCI 6720,6423,67,70,2,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,10:00 am,10:55 am,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,VISSCI 6720,Ocular Physiology,6423,0010,67,39.99500717,-83.0151473
VISSCI 6720,6423,67,70,3,HM0080,1B,Hamilton Hall,Hamilton,False,80,038,080,Hamilton Hall 080,HM 080,2:00 pm,2:55 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,VISSCI 6720,Ocular Physiology,6423,0010,67,39.99500717,-83.0151473
PUBHHMP 3610,3744,49,70,1,CZ0150,1B,Cunz Hall,Cunz Hall,False,80,293,150,Cunz Hall 150,CZ 150,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PUBHHMP 3610,United States & International Health Care,3744,0010,49,39.99865913,-83.01703571
PUBHHMP 3610,4310,29,30,1,CZ0330,1B,Cunz Hall,Cunz Hall,False,30,293,330,Cunz Hall 330,CZ 330,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,,Spring 2025,PUBHHMP 3610,United States & International Health Care,4310,0030,49,39.99865913,-83.01703571
PUBHHMP 7601,4275,22,35,1,CZ0160,1B,Cunz Hall,Cunz Hall,False,42,293,160,Cunz Hall 160,CZ 160,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PUBHHMP 7601,Economic Analysis of Health Services,4275,0010,22,39.99865913,-83.01703571
PUBHHMP 7610,4298,5,20,1,DI0245,1B,Drinko Hall,Drinko Hal,False,44,049,245,Drinko Hall 245,DI 245,10:30 am,11:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,PUBHHMP 7610,Public Health Law,4298,0010,5,39.99610527,-83.00827268
PUBHHMP 7611,3737,32,35,1,HC0246,1B,Hopkins Hall,Hopkins,False,46,149,246,Hopkins Hall 246,HC 246,1:00 pm,4:00 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,PUBHHMP 7611,Health Care Law for Managers,3737,0100,32,40.00087349,-83.01154836
PUBHHMP 7617,4067,32,35,1,CZ0140,1B,Cunz Hall,Cunz Hall,False,62,293,140,Cunz Hall 140,CZ 140,5:15 pm,8:00 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,PUBHHMP 7617,Health Services Leadership and Organizational Change,4067,0010,32,39.99865913,-83.01703571
PUBHHMP 7621,4068,22,35,1,CZ0140,1B,Cunz Hall,Cunz Hall,False,62,293,140,Cunz Hall 140,CZ 140,8:00 am,9:20 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PUBHHMP 7621,Health Services Finance II,4068,0010,22,39.99865913,-83.01703571
PUBHHMP 7631,3738,33,35,1,UH0047,1B,University Hall,U Hall,False,35,339,047,University Hall 047,UH 047,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,PUBHHMP 7631,Strategic Management and Program Development,3738,0100,33,40.00052277,-83.01443196
PUBHHMP 7673,4048,21,35,1,ML0115,1B,Mendenhall Laboratory,Mendenhall,False,60,054,115,Mendenhall Lab 115,ML 115,12:45 pm,2:05 pm,2025-01-06,2025-02-21,False,False,True,False,True,False,False,,Spring 2025,PUBHHMP 7673,Understanding Health Care Organization Data,4048,0010,21,39.99839396,-83.01114826
PUBHHMP 7678,4296,5,6,1,CZ0380B,5K,Cunz Hall,Cunz Hall,False,12,293,380B,Cunz Hall 380B,CZ 380B,12:00 pm,3:00 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,PUBHHMP 7678,Approaches to Health Services Research,4296,0010,5,39.99865913,-83.01703571
PUBHHMP 7680,3740,19,38,1,CZ0160,1B,Cunz Hall,Cunz Hall,False,42,293,160,Cunz Hall 160,CZ 160,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PUBHHMP 7680,Operations Management for Health Service Organizations,3740,0100,19,39.99865913,-83.01703571
PUBHHMP 7684,4047,22,30,1,CZ0180,1B,Cunz Hall,Cunz Hall,False,30,293,180,Cunz Hall 180,CZ 180,5:15 pm,8:00 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,PUBHHMP 7684,Health Services Strategy and Marketing,4047,0010,22,39.99865913,-83.01703571
PUBHHMP 8899,4069,9,12,1,UH0074,1B,University Hall,U Hall,False,20,339,074,University Hall 074,UH 074,9:30 am,11:30 am,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,PUBHHMP 8899,Doctoral Seminar in Health Services Management and Policy,4069,0010,9,40.00052277,-83.01443196
PUBHHMP 8899,4069,9,12,2,UH0074,1B,University Hall,U Hall,False,20,339,074,University Hall 074,UH 074,9:30 am,11:30 am,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,PUBHHMP 8899,Doctoral Seminar in Health Services Management and Policy,4069,0010,9,40.00052277,-83.01443196
PUBHHMP 8899,4069,9,12,3,UH0074,1B,University Hall,U Hall,False,20,339,074,University Hall 074,UH 074,9:30 am,11:30 am,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,PUBHHMP 8899,Doctoral Seminar in Health Services Management and Policy,4069,0010,9,40.00052277,-83.01443196
PUBHHMP 8899,4069,9,12,4,UH0074,1B,University Hall,U Hall,False,20,339,074,University Hall 074,UH 074,9:30 am,11:30 am,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,PUBHHMP 8899,Doctoral Seminar in Health Services Management and Policy,4069,0010,9,40.00052277,-83.01443196
CZECH 1102,23496,1,4,1,HH0120,5C,Hagerty Hall,Hagerty,False,15,037,120,Hagerty Hall 120,HH 120,1:50 pm,2:40 pm,2025-01-06,2025-04-21,True,True,True,True,False,False,False,,Spring 2025,CZECH 1102,Elementary Czech II,23496,0010,1,39.99860531,-83.01030783
HIMS 4685,5805,29,32,1,AH0438,2A,Atwell Hall,Atwell Hal,False,32,306,438,Atwell Hall 438,AH 438,9:00 am,12:00 pm,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,HIMS 4685,Certification Review Course,5805,010,29,39.9936196,-83.01875209
HIMS 5535,5407,27,32,1,AH0438,2A,Atwell Hall,Atwell Hal,False,32,306,438,Atwell Hall 438,AH 438,11:50 am,1:20 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,HIMS 5535,Clinical Coding Performance and Management,5407,0010,27,39.9936196,-83.01875209
HIMS 5535,5407,27,32,2,AH0435,2D,Atwell Hall,Atwell Hal,False,16,306,435,Atwell Hall 435,AH 435,11:50 am,1:20 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,HIMS 5535,Clinical Coding Performance and Management,5407,0010,27,39.9936196,-83.01875209
HIMS 5535,5465,27,32,1,AH0438,2A,Atwell Hall,Atwell Hal,False,32,306,438,Atwell Hall 438,AH 438,1:10 pm,3:00 pm,2025-01-06,2025-04-21,False,False,False,True,False,False,False,,Spring 2025,HIMS 5535,Clinical Coding Performance and Management,5465,0020,27,39.9936196,-83.01875209
HIMS 5540,5829,27,32,1,AH0438,2A,Atwell Hall,Atwell Hal,False,32,306,438,Atwell Hall 438,AH 438,3:30 pm,4:50 pm,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,HIMS 5540,Healthcare Data Management and Analysis,5829,0010,27,39.9936196,-83.01875209
HIMS 5540,5830,27,32,1,AH0438,2A,Atwell Hall,Atwell Hal,False,32,306,438,Atwell Hall 438,AH 438,3:30 pm,4:50 pm,2025-01-06,2025-04-21,False,False,False,True,False,False,False,,Spring 2025,HIMS 5540,Healthcare Data Management and Analysis,5830,0020,27,39.9936196,-83.01875209
HIMS 5545,5410,27,32,1,AH0438,2A,Atwell Hall,Atwell Hal,False,32,306,438,Atwell Hall 438,AH 438,10:00 am,11:20 am,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,HIMS 5545,Fundamentals of Healthcare Law and Ethics in Health Information Management and Informatics,5410,0010,27,39.9936196,-83.01875209
HIMS 5654,5831,26,32,1,AH0438,2A,Atwell Hall,Atwell Hal,False,32,306,438,Atwell Hall 438,AH 438,8:00 am,9:50 am,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,HIMS 5654,Health Information Systems Analysis and Design,5831,0010,26,39.9936196,-83.01875209
HIMS 5654,5832,26,32,1,AH0438,2A,Atwell Hall,Atwell Hal,False,32,306,438,Atwell Hall 438,AH 438,8:00 am,9:50 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,HIMS 5654,Health Information Systems Analysis and Design,5832,0020,26,39.9936196,-83.01875209
HIMS 5656,5861,28,32,1,AH0438,2A,Atwell Hall,Atwell Hal,False,32,306,438,Atwell Hall 438,AH 438,4:30 pm,6:00 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,HIMS 5656,Healthcare Business Intelligence,5861,0010,28,39.9936196,-83.01875209
AIRSCI 1102,31223,17,18,1,KN0175,1B,Knowlton Hall,Knowlton,False,41,017,175,Knowlton Hall 175,KN 175,7:00 am,7:55 am,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,AIRSCI 1102,Heritage and Values of the United States Air Force II,31223,0010,17,40.00359907,-83.01678866
AIRSCI 1102,31224,15,18,1,KN0190,1B,Knowlton Hall,Knowlton,False,60,017,190,Knowlton Hall 190,KN 190,8:00 am,8:55 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,AIRSCI 1102,Heritage and Values of the United States Air Force II,31224,0020,17,40.00359907,-83.01678866
AIRSCI 1112,31227,29,213,1,KN0250,1C,Knowlton Hall,Knowlton,False,213,017,250,Knowlton Hall 250,KN 250,5:45 am,7:45 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,AIRSCI 1112,Freshmen Leadership Lab II,31227,0010,29,40.00359907,-83.01678866
AIRSCI 2102,31230,7,17,1,BO0216,1B,Bolz Hall,Bolz Hall,False,30,146,216,Bolz Hall 216,BO 216,12:45 pm,1:40 pm,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,AIRSCI 2102,Team and Leadership Fundamentals II,31230,0010,7,40.00310156,-83.01502321
AIRSCI 2102,31261,15,17,1,BO0118,1B,Bolz Hall,Bolz Hall,False,45,146,118,Bolz Hall 118,Bolz 118,7:00 am,7:55 am,2025-01-06,2025-04-21,False,False,False,True,False,False,False,,Spring 2025,AIRSCI 2102,Team and Leadership Fundamentals II,31261,0030,7,40.00310156,-83.01502321
AIRSCI 2112,31232,15,213,1,KN0250,1C,Knowlton Hall,Knowlton,False,213,017,250,Knowlton Hall 250,KN 250,5:45 am,7:45 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,AIRSCI 2112,Sophomore Leadership Lab II,31232,0010,15,40.00359907,-83.01678866
AIRSCI 2122,31233,4,213,1,KN0250,1C,Knowlton Hall,Knowlton,False,213,017,250,Knowlton Hall 250,KN 250,5:45 am,7:45 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,AIRSCI 2122,FTP Leadership Lab II,31233,0010,4,40.00359907,-83.01678866
AIRSCI 3102,31235,26,30,1,HI0030,1B,Hitchcock Hall,Hitchcock,False,37,274,030,Hitchcock Hall 030,HI 030,7:00 am,8:20 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,AIRSCI 3102,Leading People and Effective Communication II,31235,0010,26,40.00357404,-83.01528456
AIRSCI 3112,31236,24,213,1,KN0250,1C,Knowlton Hall,Knowlton,False,213,017,250,Knowlton Hall 250,KN 250,5:45 am,7:45 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,AIRSCI 3112,Junior Leadership Lab II,31236,0010,24,40.00359907,-83.01678866
AIRSCI 4102,31237,16,24,1,KN0195,1B,Knowlton Hall,Knowlton,False,48,017,195,Knowlton Hall 195,KN 195,7:00 am,8:20 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,AIRSCI 4102,National Security Affairs/Preparation for Active Duty II,31237,0010,16,40.00359907,-83.01678866
AIRSCI 4112,31238,16,213,1,KN0250,1C,Knowlton Hall,Knowlton,False,213,017,250,Knowlton Hall 250,KN 250,5:45 am,7:45 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,AIRSCI 4112,Senior Leadership Lab II,31238,0010,16,40.00359907,-83.01678866
GERMAN 1101.01,19850,7,17,1,DB0060,1B,Derby Hall,Derby,False,18,025,060,Derby Hall 060,DB 060,9:10 am,10:05 am,2025-01-06,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,GERMAN 1101.01,German I,19850,010,7,40.00075608,-83.01242693
GERMAN 1101.01,19851,9,19,1,HH0071,1B,Hagerty Hall,Hagerty,False,20,037,071,Hagerty Hall 071,HH 071,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,GERMAN 1101.01,German I,19851,020,7,39.99860531,-83.01030783
GERMAN 1101.01,25581,9,17,1,DB0060,1B,Derby Hall,Derby,False,18,025,060,Derby Hall 060,DB 060,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,GERMAN 1101.01,German I,25581,030,7,40.00075608,-83.01242693
GERMAN 1101.01,28883,12,19,1,DB0024,1B,Derby Hall,Derby,False,22,025,024,Derby Hall 024,DB 024,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,GERMAN 1101.01,German I,28883,050,7,40.00075608,-83.01242693
GERMAN 1102.01,28885,4,17,1,DE0213,1B,Denney Hall,Denney,False,24,030,213,Denney Hall 213,DE 213,10:20 am,11:15 am,2025-01-06,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,GERMAN 1102.01,German II,28885,020,4,40.00130993,-83.01252836
GERMAN 1102.01,19856,18,18,1,DE0265,1B,Denney Hall,Denney,False,24,030,265,Denney Hall 265,DE 265,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,GERMAN 1102.01,German II,19856,030,4,40.00130993,-83.01252836
GERMAN 1102.01,19855,12,18,1,LZ0001,1B,Lazenby Hall,Lazenby,False,28,041,001,Lazenby Hall 001,LZ 001,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,GERMAN 1102.01,German II,19855,040,4,39.99857556,-83.01571289
GERMAN 1102.01,28846,10,18,1,DB0049,1B,Derby Hall,Derby,False,28,025,049,Derby Hall 049,DB 049,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,GERMAN 1102.01,German II,28846,050,4,40.00075608,-83.01242693
GERMAN 1102.01,35905,13,18,1,DB0030,1B,Derby Hall,Derby,False,28,025,030,Derby Hall 030,DB 030,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,GERMAN 1102.01,German II,35905,060,4,40.00075608,-83.01242693
GERMAN 1103.01,19852,6,18,1,DB0024,1B,Derby Hall,Derby,False,22,025,024,Derby Hall 024,DB 024,11:30 am,12:25 pm,2025-01-06,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,GERMAN 1103.01,German III,19852,010,6,40.00075608,-83.01242693
GERMAN 1103.01,19853,19,19,1,DB0049,1B,Derby Hall,Derby,False,28,025,049,Derby Hall 049,DB 049,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,GERMAN 1103.01,German III,19853,020,6,40.00075608,-83.01242693
GERMAN 1103.01,28884,15,18,1,HA0012,1B,Hayes Hall,Hayes Hall,False,24,039,012,Hayes Hall 012,HA 012,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,GERMAN 1103.01,German III,28884,030,6,40.00053815,-83.01116118
GERMAN 1103.01,19854,8,18,1,LZ0001,1B,Lazenby Hall,Lazenby,False,28,041,001,Lazenby Hall 001,LZ 001,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,GERMAN 1103.01,German III,19854,040,6,39.99857556,-83.01571289
GERMAN 1103.01,28845,18,19,1,DB0049,1B,Derby Hall,Derby,False,28,025,049,Derby Hall 049,DB 049,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,GERMAN 1103.01,German III,28845,050,6,40.00075608,-83.01242693
GERMAN 2101,19869,15,26,1,HH0186,1B,Hagerty Hall,Hagerty,False,32,037,186,Hagerty Hall 186,HH 186,11:30 am,12:25 pm,2025-01-06,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,GERMAN 2101,"Texts and Contexts I: Contemporary German Language, Culture and Society",19869,015,15,39.99860531,-83.01030783
GERMAN 2101,35062,9,26,1,HH0359,1B,Hagerty Hall,Hagerty,False,32,037,359,Hagerty Hall 359,HH 359,1:50 pm,2:45 pm,2025-01-06,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,GERMAN 2101,"Texts and Contexts I: Contemporary German Language, Culture and Society",35062,025,15,39.99860531,-83.01030783
GERMAN 2102,19870,12,26,1,HH0186,1B,Hagerty Hall,Hagerty,False,32,037,186,Hagerty Hall 186,HH 186,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,GERMAN 2102,"Texts and Contexts II: 20th-Century German Language, History and Culture",19870,010,12,39.99860531,-83.01030783
GERMAN 2251,36579,17,26,1,HH0056,1B,Hagerty Hall,Hagerty,False,35,037,056,Hagerty Hall 056,HH 056,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,GERMAN 2251,German Literature and Popular Culture,36579,010,17,39.99860531,-83.01030783
GERMAN 3101,19872,13,26,1,HH0359,1B,Hagerty Hall,Hagerty,False,32,037,359,Hagerty Hall 359,HH 359,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,GERMAN 3101,Texts and Contexts III: Historical Perspectives,19872,010,13,39.99860531,-83.01030783
GERMAN 3200,35095,7,27,1,ML0174,1B,Mendenhall Laboratory,Mendenhall,False,36,054,174,Mendenhall Lab 174,ML 174,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,GERMAN 3200,"Topics in German Literature, Art and Film",35095,010,7,39.99839396,-83.01114826
GERMAN 3300,28470,18,27,1,HH0056,1B,Hagerty Hall,Hagerty,False,35,037,056,Hagerty Hall 056,HH 056,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,GERMAN 3300,"Topics in German Culture Studies, Social and Intellectual History",28470,010,18,39.99860531,-83.01030783
GERMAN 3317H,35157,2,12,1,HH0056,1B,Hagerty Hall,Hagerty,False,35,037,056,Hagerty Hall 056,HH 056,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,GERMAN 3317H,Black Identity and Culture in German-speaking Europe,35157,010,2,39.99860531,-83.01030783
GERMAN 3354,30519,5,32,1,HH0186,1B,Hagerty Hall,Hagerty,False,32,037,186,Hagerty Hall 186,HH 186,2:20 pm,3:40 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,GERMAN 3354,From Viking Saga to Climate Fiction: Nature in Nordic and Germanic Literatures,30519,010,5,39.99860531,-83.01030783
GERMAN 4600,35167,10,26,1,HH0351,1B,Hagerty Hall,Hagerty,False,32,037,351,Hagerty Hall 351,HH 351,9:35 am,10:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,GERMAN 4600,Senior Seminar in German: Linguistics/Language (German),35167,010,10,39.99860531,-83.01030783
GERMAN 4670H,35848,1,24,1,SOE0103,1B,Scott Laboratory,Scott Lab,False,30,148,E103,Scott Lab E103,SO E103,2:20 pm,3:45 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,GERMAN 4670H,Cinema and the Historical Avant Garde,35848,010,1,40.00231227,-83.01417566
GERMAN 6601,26988,13,15,1,HH0488,1A,Hagerty Hall,Hagerty,False,15,037,488,Hagerty Hall 488,HH 488,,,2025-01-06,2025-04-21,False,False,False,False,False,False,False,,Spring 2025,GERMAN 6601,Teaching Practicum,26988,010,13,39.99860531,-83.01030783
GERMAN 8200,27669,7,12,1,HH0488,1A,Hagerty Hall,Hagerty,False,15,037,488,Hagerty Hall 488,HH 488,9:10 am,11:55 am,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,GERMAN 8200,Seminar in Literature and Literary Culture,27669,010,7,39.99860531,-83.01030783
GERMAN 8300,28367,8,12,1,HH0488,1A,Hagerty Hall,Hagerty,False,15,037,488,Hagerty Hall 488,HH 488,9:10 am,11:55 am,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,GERMAN 8300,Seminar in Intellectual History and Cultural Studies,28367,010,8,39.99860531,-83.01030783
GERMAN 8600,28126,6,12,1,HH0160,1B,Hagerty Hall,Hagerty,False,0,037,160,Hagerty Hall 160,HH 160,2:20 pm,5:05 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,GERMAN 8600,Seminar in Linguistics and Applied Linguistics,28126,010,6,39.99860531,-83.01030783
MEATSCI 3110,31912,10,35,1,AS0117,2A,Animal Science Building,Animal Sci,False,48,156,117,Animal Science Bldg 117,AS 117,1:50 pm,2:45 pm,2025-01-06,2025-04-21,True,False,True,False,True,False,False,,Spring 2025,MEATSCI 3110,Introductory Meat Science,31912,0010,10,40.00363109,-83.02864867
MEATSCI 3210,35227,11,25,1,AS0117,2A,Animal Science Building,Animal Sci,False,48,156,117,Animal Science Bldg 117,AS 117,7:00 am,10:05 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,MEATSCI 3210,Food Animal Processing,35227,0010,11,40.00363109,-83.02864867
ESEPSY 1259,13679,15,25,1,YN0250,2P,Younkin Success Center,Younkin,False,35,052,250,Younkin Success Center 250,YN 250,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,ESEPSY 1259,Learning and Motivation Strategies for College Success,13679,0001,15,39.99483229,-83.01412854
ESEPSY 1259,13684,16,25,1,YN0250,2P,Younkin Success Center,Younkin,False,35,052,250,Younkin Success Center 250,YN 250,4:10 pm,6:55 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,ESEPSY 1259,Learning and Motivation Strategies for College Success,13684,0002,15,39.99483229,-83.01412854
